"","Gruppe","Bewertet","Geraten_Exemplar","Geraten_Kurz","Belebtheit","Art","Groesse","Exemplar","Kurz","Spricht","Runde_Durchgang","Exemplar_Korrekt","Gruppe_Korrekt","Geraten_Belebtheit","Belebtheit_Korrekt","Geraten_Art","Art_Korrekt","Geraten_Groesse","Groesse_Korrekt"
"620","k","k3_w_25","Schildkroete","BRK","Unbelebt","Instrument","Gross","Kontrabass","UIG","k2_w_22","02_12",0,0,"Belebt",0,"Reptil",0,"Klein",0
"621","l","l1_w_20","Grosser Bagger","UFG","Belebt","Saeugetier","Gross","Kuh","BSG","l2_w_22","02_12",0,0,"Unbelebt",0,"Fahrzeug",0,"Gross",1
"622","l","l3_w_21","Grosser Bagger","UFG","Belebt","Saeugetier","Gross","Kuh","BSG","l2_w_22","02_12",0,0,"Unbelebt",0,"Fahrzeug",0,"Gross",1
"623","m","m1_w_18","Komodowaran","BRG","Belebt","Vogel","Gross","Kondor","BVG","m2_w_19","02_12",0,0,"Belebt",1,"Reptil",0,"Gross",1
"624","m","m3_w_18","Krokodil","BRG","Belebt","Vogel","Gross","Kondor","BVG","m2_w_19","02_12",0,0,"Belebt",1,"Reptil",0,"Gross",1
"625","a","a1_m_31","Schildkroete","BRK","Belebt","Reptil","Klein","Schildkroete","BRK","a3_m_22","03_01",1,1,"Belebt",1,"Reptil",1,"Klein",1
"626","a","a2_w_26","Drucker","UGK","Belebt","Reptil","Klein","Schildkroete","BRK","a3_m_22","03_01",0,0,"Unbelebt",0,"Geraet",0,"Klein",1
"627","b","b1_w_20","Schildkroete","BRK","Belebt","Saeugetier","Klein","Kaninchen","BSK","b3_w_20","03_01",0,0,"Belebt",1,"Reptil",0,"Klein",1
"628","b","b2_m_27","Spatz","BVK","Belebt","Saeugetier","Klein","Kaninchen","BSK","b3_w_20","03_01",0,0,"Belebt",1,"Vogel",0,"Klein",1
"629","c","c1_w_41","Kaninchen","BSK","Belebt","Vogel","Klein","Spatz","BVK","c3_w_31","03_01",0,0,"Belebt",1,"Saeugetier",0,"Klein",1
"630","c","c2_w_20","Kaninchen","BSK","Belebt","Vogel","Klein","Spatz","BVK","c3_w_31","03_01",0,0,"Belebt",1,"Saeugetier",0,"Klein",1
"631","d","d1_w_24","Wanduhr","UGG","Unbelebt","Instrument","Gross","Bodentrommel","UIG","d3_w_24","03_01",0,0,"Unbelebt",1,"Geraet",0,"Gross",1
"632","d","d2_w_32","Buerodrucker","UGG","Unbelebt","Instrument","Gross","Bodentrommel","UIG","d3_w_24","03_01",0,0,"Unbelebt",1,"Geraet",0,"Gross",1
"633","e","e1_w_24","Storch","BVG","Unbelebt","Fahrzeug","Klein","Kleinwagen","UFK","e3_w_22","03_01",0,0,"Belebt",0,"Vogel",0,"Gross",0
"634","e","e2_w_25","Drucker","UGK","Unbelebt","Fahrzeug","Klein","Kleinwagen","UFK","e3_w_22","03_01",0,0,"Unbelebt",1,"Geraet",0,"Klein",1
"635","f","f1_w_20","Violine","UIK","Unbelebt","Instrument","Klein","Violine ","UIK","f3_w_24","03_01",0,1,"Unbelebt",1,"Instrument",1,"Klein",1
"636","f","f2_m_38","Violine","UIK","Unbelebt","Instrument","Klein","Violine ","UIK","f3_w_24","03_01",0,1,"Unbelebt",1,"Instrument",1,"Klein",1
"637","g","g1_w_27","Gecko","BRK","Belebt","Saeugetier","Klein","Igel","BSK","g3_w_26","03_01",0,0,"Belebt",1,"Reptil",0,"Klein",1
"638","g","g2_w_25","Gecko","BRK","Belebt","Saeugetier","Klein","Igel","BSK","g3_w_26","03_01",0,0,"Belebt",1,"Reptil",0,"Klein",1
"639","h","h1_w_27","Aeffchen","BSK","Belebt","Vogel","Klein","Spatz","BVK","h3_m_30","03_01",0,0,"Belebt",1,"Saeugetier",0,"Klein",1
"640","h","h2_m_34","Kondor","BVG","Belebt","Vogel","Klein","Spatz","BVK","h3_m_30","03_01",0,0,"Belebt",1,"Vogel",1,"Gross",0
"641","i","i1_w_30","Industriebackofen","UGG","Unbelebt","Instrument","Gross","Bodentrommel","UIG","i3_m_21","03_01",0,0,"Unbelebt",1,"Geraet",0,"Gross",1
"642","i","i2_w_24","Schildkroete","BRK","Unbelebt","Instrument","Gross","Bodentrommel","UIG","i3_m_21","03_01",0,0,"Belebt",0,"Reptil",0,"Klein",0
"643","j","j1_w_21","Buerodrucker","UGG","Unbelebt","Geraet","Klein","Drucker","UGK","j3_w_21","03_01",0,0,"Unbelebt",1,"Geraet",1,"Gross",0
"644","j","j2_w_20","Drucker","UGK","Unbelebt","Geraet","Klein","Drucker","UGK","j3_w_21","03_01",1,1,"Unbelebt",1,"Geraet",1,"Klein",1
"645","k","k1_w_22","Aeffchen","BSK","Belebt","Saeugetier","Klein","Aeffchen","BSK","k3_w_25","03_01",1,1,"Belebt",1,"Saeugetier",1,"Klein",1
"646","k","k2_w_22","Kleiner Bagger","UFK","Belebt","Saeugetier","Klein","Aeffchen","BSK","k3_w_25","03_01",0,0,"Unbelebt",0,"Fahrzeug",0,"Klein",1
"647","l","l1_w_20","Kleinflugzeug","UFK","Belebt","Vogel","Klein","Dompfaff","BVK","l3_w_21","03_01",0,0,"Unbelebt",0,"Fahrzeug",0,"Klein",1
"648","l","l2_w_22","Igel","BSK","Belebt","Vogel","Klein","Dompfaff","BVK","l3_w_21","03_01",0,0,"Belebt",1,"Saeugetier",0,"Klein",1
"649","m","m1_w_18","Gecko","BRK","Belebt","Saeugetier","Klein","Igel","BSK","m3_w_18","03_01",0,0,"Belebt",1,"Reptil",0,"Klein",1
"650","m","m2_w_19","Igel","BSK","Belebt","Saeugetier","Klein","Igel","BSK","m3_w_18","03_01",1,1,"Belebt",1,"Saeugetier",1,"Klein",1
"651","a","a1_m_31","Baer","BSG","Unbelebt","Fahrzeug","Gross","SUV","UFG","a3_m_22","03_02",0,0,"Belebt",0,"Saeugetier",0,"Gross",1
"652","a","a2_w_26","Grosser Bagger","UFG","Unbelebt","Fahrzeug","Gross","SUV","UFG","a3_m_22","03_02",0,1,"Unbelebt",1,"Fahrzeug",1,"Gross",1
"653","b","b1_w_20","Kaninchen","BSK","Belebt","Vogel","Gross","Harpyie","BVG","b3_w_20","03_02",0,0,"Belebt",1,"Saeugetier",0,"Klein",0
"654","b","b2_m_27","Dompfaff","BVK","Belebt","Vogel","Gross","Harpyie","BVG","b3_w_20","03_02",0,0,"Belebt",1,"Vogel",1,"Klein",0
"655","c","c1_w_41","Spatz","BVK","Unbelebt","Instrument","Klein","Violine ","UIK","c3_w_31","03_02",0,0,"Belebt",0,"Vogel",0,"Klein",1
"656","c","c2_w_20","Violine","UIK","Unbelebt","Instrument","Klein","Violine ","UIK","c3_w_31","03_02",0,1,"Unbelebt",1,"Instrument",1,"Klein",1
"657","d","d1_w_24","Spatz","BVK","Belebt","Vogel","Klein","Spatz","BVK","d3_w_24","03_02",1,1,"Belebt",1,"Vogel",1,"Klein",1
"658","d","d2_w_32","Spatz","BVK","Belebt","Vogel","Klein","Spatz","BVK","d3_w_24","03_02",1,1,"Belebt",1,"Vogel",1,"Klein",1
"659","e","e1_w_24","Kleiner Bagger","UFK","Belebt","Reptil","Klein","Blindschleiche","BRK","e3_w_22","03_02",0,0,"Unbelebt",0,"Fahrzeug",0,"Klein",1
"660","e","e2_w_25","Blindschleiche","BRK","Belebt","Reptil","Klein","Blindschleiche","BRK","e3_w_22","03_02",1,1,"Belebt",1,"Reptil",1,"Klein",1
"661","f","f1_w_20","Dompfaff","BVK","Unbelebt","Geraet","Klein","Backofen","UGK","f3_w_24","03_02",0,0,"Belebt",0,"Vogel",0,"Klein",1
"662","f","f2_m_38","Dompfaff","BVK","Unbelebt","Geraet","Klein","Backofen","UGK","f3_w_24","03_02",0,0,"Belebt",0,"Vogel",0,"Klein",1
"663","g","g1_w_27","Grosser Bagger","UFG","Belebt","Saeugetier","Gross","Kuh","BSG","g3_w_26","03_02",0,0,"Unbelebt",0,"Fahrzeug",0,"Gross",1
"664","g","g2_w_25","SUV","UFG","Belebt","Saeugetier","Gross","Kuh","BSG","g3_w_26","03_02",0,0,"Unbelebt",0,"Fahrzeug",0,"Gross",1
"665","h","h1_w_27","Baer","BSG","Belebt","Saeugetier","Gross","Baer","BSG","h3_m_30","03_02",1,1,"Belebt",1,"Saeugetier",1,"Gross",1
"666","h","h2_m_34","Baer","BSG","Belebt","Saeugetier","Gross","Baer","BSG","h3_m_30","03_02",1,1,"Belebt",1,"Saeugetier",1,"Gross",1
"667","i","i1_w_30","Kondor","BVG","Belebt","Vogel","Gross","Kondor","BVG","i3_m_21","03_02",1,1,"Belebt",1,"Vogel",1,"Gross",1
"668","i","i2_w_24","Krokodil","BRG","Belebt","Vogel","Gross","Kondor","BVG","i3_m_21","03_02",0,0,"Belebt",1,"Reptil",0,"Gross",1
"669","j","j1_w_21","Dompfaff","BVK","Belebt","Saeugetier","Klein","Kaninchen","BSK","j3_w_21","03_02",0,0,"Belebt",1,"Vogel",0,"Klein",1
"670","j","j2_w_20","Dompfaff","BVK","Belebt","Saeugetier","Klein","Kaninchen","BSK","j3_w_21","03_02",0,0,"Belebt",1,"Vogel",0,"Klein",1
"671","k","k1_w_22","Schildkroete","BRK","Belebt","Reptil","Klein","Schildkroete","BRK","k3_w_25","03_02",1,1,"Belebt",1,"Reptil",1,"Klein",1
"672","k","k2_w_22","Schildkroete","BRK","Belebt","Reptil","Klein","Schildkroete","BRK","k3_w_25","03_02",1,1,"Belebt",1,"Reptil",1,"Klein",1
"673","l","l1_w_20","Blindschleiche","BRK","Belebt","Reptil","Klein","Blindschleiche","BRK","l3_w_21","03_02",1,1,"Belebt",1,"Reptil",1,"Klein",1
"674","l","l2_w_22","Blindschleiche","BRK","Belebt","Reptil","Klein","Blindschleiche","BRK","l3_w_21","03_02",1,1,"Belebt",1,"Reptil",1,"Klein",1
"675","m","m1_w_18","Komodowaran","BRG","Belebt","Reptil","Klein","Gecko","BRK","m3_w_18","03_02",0,0,"Belebt",1,"Reptil",1,"Gross",0
"676","m","m2_w_19","Igel","BSK","Belebt","Reptil","Klein","Gecko","BRK","m3_w_18","03_02",0,0,"Belebt",1,"Saeugetier",0,"Klein",1
"677","a","a1_m_31","Kaninchen","BSK","Belebt","Saeugetier","Klein","Kaninchen","BSK","a3_m_22","03_03",1,1,"Belebt",1,"Saeugetier",1,"Klein",1
"678","a","a2_w_26","Kaninchen","BSK","Belebt","Saeugetier","Klein","Kaninchen","BSK","a3_m_22","03_03",1,1,"Belebt",1,"Saeugetier",1,"Klein",1
"679","b","b1_w_20","Spatz","BVK","Unbelebt","Fahrzeug","Klein","Kleiner Bagger","UFK","b3_w_20","03_03",0,0,"Belebt",0,"Vogel",0,"Klein",1
"680","b","b2_m_27","Armbanduhr","UGK","Unbelebt","Fahrzeug","Klein","Kleiner Bagger","UFK","b3_w_20","03_03",0,0,"Unbelebt",1,"Geraet",0,"Klein",1
"681","c","c1_w_41","Gecko","BRK","Belebt","Vogel","Gross","Harpyie","BVG","c3_w_31","03_03",0,0,"Belebt",1,"Reptil",0,"Klein",0
"682","c","c2_w_20","Kleinflugzeug","UFK","Belebt","Vogel","Gross","Harpyie","BVG","c3_w_31","03_03",0,0,"Unbelebt",0,"Fahrzeug",0,"Klein",0
"683","d","d1_w_24","Baer","BSG","Unbelebt","Fahrzeug","Gross","Grosser Bagger","UFG","d3_w_24","03_03",0,0,"Belebt",0,"Saeugetier",0,"Gross",1
"684","d","d2_w_32","Baer","BSG","Unbelebt","Fahrzeug","Gross","Grosser Bagger","UFG","d3_w_24","03_03",0,0,"Belebt",0,"Saeugetier",0,"Gross",1
"685","e","e1_w_24","Buerodrucker","UGG","Unbelebt","Geraet","Klein","Drucker","UGK","e3_w_22","03_03",0,0,"Unbelebt",1,"Geraet",1,"Gross",0
"686","e","e2_w_25","Komodowaran","BRG","Unbelebt","Geraet","Klein","Drucker","UGK","e3_w_22","03_03",0,0,"Belebt",0,"Reptil",0,"Gross",0
"687","f","f1_w_20","Grosser Bagger","UFG","Unbelebt","Fahrzeug","Gross","Jumbojet","UFG","f3_w_24","03_03",0,1,"Unbelebt",1,"Fahrzeug",1,"Gross",1
"688","f","f2_m_38","Jumbojet","UFG","Unbelebt","Fahrzeug","Gross","Jumbojet","UFG","f3_w_24","03_03",1,1,"Unbelebt",1,"Fahrzeug",1,"Gross",1
"689","g","g1_w_27","Drucker","UGK","Unbelebt","Instrument","Klein","Handtrommel","UIK","g3_w_26","03_03",0,0,"Unbelebt",1,"Geraet",0,"Klein",1
"690","g","g2_w_25","Dompfaff","BVK","Unbelebt","Instrument","Klein","Handtrommel","UIK","g3_w_26","03_03",0,0,"Belebt",0,"Vogel",0,"Klein",1
"691","h","h1_w_27","Krokodil","BRG","Unbelebt","Geraet","Gross","Industriebackofen","UGG","h3_m_30","03_03",0,0,"Belebt",0,"Reptil",0,"Gross",1
"692","h","h2_m_34","Krokodil","BRG","Unbelebt","Geraet","Gross","Industriebackofen","UGG","h3_m_30","03_03",0,0,"Belebt",0,"Reptil",0,"Gross",1
"693","i","i1_w_30","Grosser Bagger","UFG","Belebt","Saeugetier","Gross","Kuh","BSG","i3_m_21","03_03",0,0,"Unbelebt",0,"Fahrzeug",0,"Gross",1
"694","i","i2_w_24","Schildkroete","BRK","Belebt","Saeugetier","Gross","Kuh","BSG","i3_m_21","03_03",0,0,"Belebt",1,"Reptil",0,"Klein",0
"695","j","j1_w_21","Kontrabass","UIG","Unbelebt","Fahrzeug","Gross","SUV","UFG","j3_w_21","03_03",0,0,"Unbelebt",1,"Instrument",0,"Gross",1
"696","j","j2_w_20","Industriebackofen","UGG","Unbelebt","Fahrzeug","Gross","SUV","UFG","j3_w_21","03_03",0,0,"Unbelebt",1,"Geraet",0,"Gross",1
"697","k","k1_w_22","Harpyie","BVG","Belebt","Vogel","Gross","Kondor","BVG","k3_w_25","03_03",0,1,"Belebt",1,"Vogel",1,"Gross",1
"698","k","k2_w_22","Grosser Bagger","UFG","Belebt","Vogel","Gross","Kondor","BVG","k3_w_25","03_03",0,0,"Unbelebt",0,"Fahrzeug",0,"Gross",1
"699","l","l1_w_20","Drucker","UGK","Unbelebt","Geraet","Klein","Drucker","UGK","l3_w_21","03_03",1,1,"Unbelebt",1,"Geraet",1,"Klein",1
"700","l","l2_w_22","Armbanduhr","UGK","Unbelebt","Geraet","Klein","Drucker","UGK","l3_w_21","03_03",0,1,"Unbelebt",1,"Geraet",1,"Klein",1
"701","m","m1_w_18","Backofen","UGK","Unbelebt","Geraet","Klein","Backofen","UGK","m3_w_18","03_03",1,1,"Unbelebt",1,"Geraet",1,"Klein",1
"702","m","m2_w_19","Handtrommel","UIK","Unbelebt","Geraet","Klein","Backofen","UGK","m3_w_18","03_03",0,0,"Unbelebt",1,"Instrument",0,"Klein",1
"703","a","a1_m_31","Gloeckchen","UIK","Belebt","Vogel","Klein","Blaumeise","BVK","a3_m_22","03_04",0,0,"Unbelebt",0,"Instrument",0,"Klein",1
"704","a","a2_w_26","Blaumeise","BVK","Belebt","Vogel","Klein","Blaumeise","BVK","a3_m_22","03_04",1,1,"Belebt",1,"Vogel",1,"Klein",1
"705","b","b1_w_20","Baer","BSG","Unbelebt","Geraet","Gross","Industriebackofen","UGG","b3_w_20","03_04",0,0,"Belebt",0,"Saeugetier",0,"Gross",1
"706","b","b2_m_27","Jumbojet","UFG","Unbelebt","Geraet","Gross","Industriebackofen","UGG","b3_w_20","03_04",0,0,"Unbelebt",1,"Fahrzeug",0,"Gross",1
"707","c","c1_w_41","Wanduhr","UGG","Unbelebt","Geraet","Gross","Wanduhr","UGG","c3_w_31","03_04",1,1,"Unbelebt",1,"Geraet",1,"Gross",1
"708","c","c2_w_20","Kontrabass","UIG","Unbelebt","Geraet","Gross","Wanduhr","UGG","c3_w_31","03_04",0,0,"Unbelebt",1,"Instrument",0,"Gross",1
"709","d","d1_w_24","Violine","UIK","Unbelebt","Instrument","Klein","Violine ","UIK","d3_w_24","03_04",0,1,"Unbelebt",1,"Instrument",1,"Klein",1
"710","d","d2_w_32","Gloeckchen","UIK","Unbelebt","Instrument","Klein","Violine ","UIK","d3_w_24","03_04",0,1,"Unbelebt",1,"Instrument",1,"Klein",1
"711","e","e1_w_24","Kirchenglocke","UIG","Belebt","Saeugetier","Gross","Kuh","BSG","e3_w_22","03_04",0,0,"Unbelebt",0,"Instrument",0,"Gross",1
"712","e","e2_w_25","Buerodrucker","UGG","Belebt","Saeugetier","Gross","Kuh","BSG","e3_w_22","03_04",0,0,"Unbelebt",0,"Geraet",0,"Gross",1
"713","f","f1_w_20","Kaninchen","BSK","Belebt","Saeugetier","Klein","Kaninchen","BSK","f3_w_24","03_04",1,1,"Belebt",1,"Saeugetier",1,"Klein",1
"714","f","f2_m_38","Kaninchen","BSK","Belebt","Saeugetier","Klein","Kaninchen","BSK","f3_w_24","03_04",1,1,"Belebt",1,"Saeugetier",1,"Klein",1
"715","g","g1_w_27","Kleinwagen","UFK","Unbelebt","Fahrzeug","Gross","Jumbojet","UFG","g3_w_26","03_04",0,0,"Unbelebt",1,"Fahrzeug",1,"Klein",0
"716","g","g2_w_25","Wanduhr","UGG","Unbelebt","Fahrzeug","Gross","Jumbojet","UFG","g3_w_26","03_04",0,0,"Unbelebt",1,"Geraet",0,"Gross",1
"717","h","h1_w_27","Wanduhr","UGG","Unbelebt","Geraet","Klein","Armbanduhr","UGK","h3_m_30","03_04",0,0,"Unbelebt",1,"Geraet",1,"Gross",0
"718","h","h2_m_34","Wanduhr","UGG","Unbelebt","Geraet","Klein","Armbanduhr","UGK","h3_m_30","03_04",0,0,"Unbelebt",1,"Geraet",1,"Gross",0
"719","i","i1_w_30","Schildkroete","BRK","Unbelebt","Geraet","Gross","Industriebackofen","UGG","i3_m_21","03_04",0,0,"Belebt",0,"Reptil",0,"Klein",0
"720","i","i2_w_24","SUV","UFG","Unbelebt","Geraet","Gross","Industriebackofen","UGG","i3_m_21","03_04",0,0,"Unbelebt",1,"Fahrzeug",0,"Gross",1
"721","j","j1_w_21","Spatz","BVK","Belebt","Vogel","Klein","Dompfaff","BVK","j3_w_21","03_04",0,1,"Belebt",1,"Vogel",1,"Klein",1
"722","j","j2_w_20","Blaumeise","BVK","Belebt","Vogel","Klein","Dompfaff","BVK","j3_w_21","03_04",0,1,"Belebt",1,"Vogel",1,"Klein",1
"723","k","k1_w_22","Backofen","UGK","Unbelebt","Fahrzeug","Gross","Grosser Bagger","UFG","k3_w_25","03_04",0,0,"Unbelebt",1,"Geraet",0,"Klein",0
"724","k","k2_w_22","Buerodrucker","UGG","Unbelebt","Fahrzeug","Gross","Grosser Bagger","UFG","k3_w_25","03_04",0,0,"Unbelebt",1,"Geraet",0,"Gross",1
"725","l","l1_w_20","Dompfaff","BVK","Belebt","Saeugetier","Klein","Igel","BSK","l3_w_21","03_04",0,0,"Belebt",1,"Vogel",0,"Klein",1
"726","l","l2_w_22","Igel","BSK","Belebt","Saeugetier","Klein","Igel","BSK","l3_w_21","03_04",1,1,"Belebt",1,"Saeugetier",1,"Klein",1
"727","m","m1_w_18","Gloeckchen","UIK","Unbelebt","Instrument","Klein","Gloeckchen","UIK","m3_w_18","03_04",1,1,"Unbelebt",1,"Instrument",1,"Klein",1
"728","m","m2_w_19","Blaumeise","BVK","Unbelebt","Instrument","Klein","Gloeckchen","UIK","m3_w_18","03_04",0,0,"Belebt",0,"Vogel",0,"Klein",1
"729","a","a1_m_31","Drucker","UGK","Unbelebt","Geraet","Gross","Wanduhr","UGG","a3_m_22","03_05",0,0,"Unbelebt",1,"Geraet",1,"Klein",0
"730","a","a2_w_26","Wanduhr","UGG","Unbelebt","Geraet","Gross","Wanduhr","UGG","a3_m_22","03_05",1,1,"Unbelebt",1,"Geraet",1,"Gross",1
"731","b","b1_w_20","Krokodil","BRG","Unbelebt","Fahrzeug","Gross","Jumbojet","UFG","b3_w_20","03_05",0,0,"Belebt",0,"Reptil",0,"Gross",1
"732","b","b2_m_27","Industriebackofen","UGG","Unbelebt","Fahrzeug","Gross","Jumbojet","UFG","b3_w_20","03_05",0,0,"Unbelebt",1,"Geraet",0,"Gross",1
"733","c","c1_w_41","Grosser Bagger","UFG","Unbelebt","Instrument","Gross","Kontrabass","UIG","c3_w_31","03_05",0,0,"Unbelebt",1,"Fahrzeug",0,"Gross",1
"734","c","c2_w_20","Violine","UIK","Unbelebt","Instrument","Gross","Kontrabass","UIG","c3_w_31","03_05",0,0,"Unbelebt",1,"Instrument",1,"Klein",0
"735","d","d1_w_24","Kleinwagen","UFK","Unbelebt","Fahrzeug","Klein","Kleinflugzeug","UFK","d3_w_24","03_05",0,1,"Unbelebt",1,"Fahrzeug",1,"Klein",1
"736","d","d2_w_32","Kleinflugzeug","UFK","Unbelebt","Fahrzeug","Klein","Kleinflugzeug","UFK","d3_w_24","03_05",1,1,"Unbelebt",1,"Fahrzeug",1,"Klein",1
"737","e","e1_w_24","Elefant","BSG","Unbelebt","Fahrzeug","Gross","Grosser Bagger","UFG","e3_w_22","03_05",0,0,"Belebt",0,"Saeugetier",0,"Gross",1
"738","e","e2_w_25","Elefant","BSG","Unbelebt","Fahrzeug","Gross","Grosser Bagger","UFG","e3_w_22","03_05",0,0,"Belebt",0,"Saeugetier",0,"Gross",1
"739","f","f1_w_20","Gecko","BRK","Belebt","Vogel","Gross","Kondor","BVG","f3_w_24","03_05",0,0,"Belebt",1,"Reptil",0,"Klein",0
"740","f","f2_m_38","Harpyie","BVG","Belebt","Vogel","Gross","Kondor","BVG","f3_w_24","03_05",0,1,"Belebt",1,"Vogel",1,"Gross",1
"741","g","g1_w_27","Jumbojet","UFG","Unbelebt","Instrument","Gross","Bodentrommel","UIG","g3_w_26","03_05",0,0,"Unbelebt",1,"Fahrzeug",0,"Gross",1
"742","g","g2_w_25","Krokodil","BRG","Unbelebt","Instrument","Gross","Bodentrommel","UIG","g3_w_26","03_05",0,0,"Belebt",0,"Reptil",0,"Gross",1
"743","h","h1_w_27","Kirchenglocke","UIG","Unbelebt","Instrument","Gross","Kirchenglocke","UIG","h3_m_30","03_05",1,1,"Unbelebt",1,"Instrument",1,"Gross",1
"744","h","h2_m_34","Drucker","UGK","Unbelebt","Instrument","Gross","Kirchenglocke","UIG","h3_m_30","03_05",0,0,"Unbelebt",1,"Geraet",0,"Klein",0
"745","i","i1_w_30","Kaninchen","BSK","Belebt","Saeugetier","Klein","Kaninchen","BSK","i3_m_21","03_05",1,1,"Belebt",1,"Saeugetier",1,"Klein",1
"746","i","i2_w_24","Dompfaff","BVK","Belebt","Saeugetier","Klein","Kaninchen","BSK","i3_m_21","03_05",0,0,"Belebt",1,"Vogel",0,"Klein",1
"747","j","j1_w_21","Blindschleiche","BRK","Belebt","Reptil","Klein","Blindschleiche","BRK","j3_w_21","03_05",1,1,"Belebt",1,"Reptil",1,"Klein",1
"748","j","j2_w_20","Blindschleiche","BRK","Belebt","Reptil","Klein","Blindschleiche","BRK","j3_w_21","03_05",1,1,"Belebt",1,"Reptil",1,"Klein",1
"749","k","k1_w_22","Anakonda","BRG","Belebt","Reptil","Gross","Anakonda","BRG","k3_w_25","03_05",1,1,"Belebt",1,"Reptil",1,"Gross",1
"750","k","k2_w_22","Anakonda","BRG","Belebt","Reptil","Gross","Anakonda","BRG","k3_w_25","03_05",1,1,"Belebt",1,"Reptil",1,"Gross",1
"751","l","l1_w_20","Baer","BSG","Belebt","Reptil","Gross","Krokodil","BRG","l3_w_21","03_05",0,0,"Belebt",1,"Saeugetier",0,"Gross",1
"752","l","l2_w_22","Baer","BSG","Belebt","Reptil","Gross","Krokodil","BRG","l3_w_21","03_05",0,0,"Belebt",1,"Saeugetier",0,"Gross",1
"753","m","m1_w_18","SUV","UFG","Unbelebt","Fahrzeug","Klein","Kleinwagen","UFK","m3_w_18","03_05",0,0,"Unbelebt",1,"Fahrzeug",1,"Gross",0
"754","m","m2_w_19","SUV","UFG","Unbelebt","Fahrzeug","Klein","Kleinwagen","UFK","m3_w_18","03_05",0,0,"Unbelebt",1,"Fahrzeug",1,"Gross",0
"755","a","a1_m_31","Kleinflugzeug","UFK","Unbelebt","Fahrzeug","Klein","Kleinflugzeug","UFK","a3_m_22","03_06",1,1,"Unbelebt",1,"Fahrzeug",1,"Klein",1
"756","a","a2_w_26","Drucker","UGK","Unbelebt","Fahrzeug","Klein","Kleinflugzeug","UFK","a3_m_22","03_06",0,0,"Unbelebt",1,"Geraet",0,"Klein",1
"757","b","b1_w_20","Kaninchen","BSK","Belebt","Vogel","Klein","Dompfaff","BVK","b3_w_20","03_06",0,0,"Belebt",1,"Saeugetier",0,"Klein",1
"758","b","b2_m_27","Spatz","BVK","Belebt","Vogel","Klein","Dompfaff","BVK","b3_w_20","03_06",0,1,"Belebt",1,"Vogel",1,"Klein",1
"759","c","c1_w_41","Elefant","BSG","Belebt","Saeugetier","Gross","Elefant","BSG","c3_w_31","03_06",1,1,"Belebt",1,"Saeugetier",1,"Gross",1
"760","c","c2_w_20","Elefant","BSG","Belebt","Saeugetier","Gross","Elefant","BSG","c3_w_31","03_06",1,1,"Belebt",1,"Saeugetier",1,"Gross",1
"761","d","d1_w_24","Blindschleiche","BRK","Belebt","Reptil","Klein","Gecko","BRK","d3_w_24","03_06",0,1,"Belebt",1,"Reptil",1,"Klein",1
"762","d","d2_w_32","Gecko","BRK","Belebt","Reptil","Klein","Gecko","BRK","d3_w_24","03_06",1,1,"Belebt",1,"Reptil",1,"Klein",1
"763","e","e1_w_24","Komodowaran","BRG","Unbelebt","Geraet","Gross","Buerodrucker","UGG","e3_w_22","03_06",0,0,"Belebt",0,"Reptil",0,"Gross",1
"764","e","e2_w_25","Backofen","UGK","Unbelebt","Geraet","Gross","Buerodrucker","UGG","e3_w_22","03_06",0,0,"Unbelebt",1,"Geraet",1,"Klein",0
"765","f","f1_w_20","Harpyie","BVG","Belebt","Reptil","Klein","Gecko","BRK","f3_w_24","03_06",0,0,"Belebt",1,"Vogel",0,"Gross",0
"766","f","f2_m_38","Aeffchen","BSK","Belebt","Reptil","Klein","Gecko","BRK","f3_w_24","03_06",0,0,"Belebt",1,"Saeugetier",0,"Klein",1
"767","g","g1_w_27","Backofen","UGK","Unbelebt","Geraet","Gross","Wanduhr","UGG","g3_w_26","03_06",0,0,"Unbelebt",1,"Geraet",1,"Klein",0
"768","g","g2_w_25","Wanduhr","UGG","Unbelebt","Geraet","Gross","Wanduhr","UGG","g3_w_26","03_06",1,1,"Unbelebt",1,"Geraet",1,"Gross",1
"769","h","h1_w_27","Drucker","UGK","Unbelebt","Instrument","Klein","Handtrommel","UIK","h3_m_30","03_06",0,0,"Unbelebt",1,"Geraet",0,"Klein",1
"770","h","h2_m_34","Handtrommel","UIK","Unbelebt","Instrument","Klein","Handtrommel","UIK","h3_m_30","03_06",1,1,"Unbelebt",1,"Instrument",1,"Klein",1
"771","i","i1_w_30","SUV","UFG","Unbelebt","Geraet","Klein","Drucker","UGK","i3_m_21","03_06",0,0,"Unbelebt",1,"Fahrzeug",0,"Gross",0
"772","i","i2_w_24","Buerodrucker","UGG","Unbelebt","Geraet","Klein","Drucker","UGK","i3_m_21","03_06",0,0,"Unbelebt",1,"Geraet",1,"Gross",0
"773","j","j1_w_21","Baer","BSG","Belebt","Saeugetier","Gross","Kuh","BSG","j3_w_21","03_06",0,1,"Belebt",1,"Saeugetier",1,"Gross",1
"774","j","j2_w_20","Kleinflugzeug","UFK","Belebt","Saeugetier","Gross","Kuh","BSG","j3_w_21","03_06",0,0,"Unbelebt",0,"Fahrzeug",0,"Klein",0
"775","k","k1_w_22","Baer","BSG","Belebt","Saeugetier","Gross","Baer","BSG","k3_w_25","03_06",1,1,"Belebt",1,"Saeugetier",1,"Gross",1
